,Subtitle,Emotion,Analyzer_Output,New_Emotion
291,i feel excelent but sometimes theres just nothing to do especially since im not really keen on video games anymore i watch a bit of anime and some movies but theres just got to be more in my life ,joy,Positive,Elation
292,i wonder if this is what master is feeling i am r wanting and eager to please and i am master who could very much enjoy his my attentions but won t because it is wrong as i he has no desire to return his my affections ,joy,Positive,Elation
293,im feeling a little bit more positive now as things were quite hard at first as my savings were eaten up quickly with costs and i didnt want to become a burden to my boyfriend but weve come out the other end and im feeling brighter and more inspired about things to come ,joy,Positive,Elation
294,im just feeling rather sentimental right now and just have to say i feel so lucky to be maxs mom ,sadness,Positive,Hopefulness
295,i make myself show up and feel isolated in the crowd ill know i was wrong about the anti social feeling ,sadness,Negative,Despair
296,ive learned how to turn off all my emotions more and more and i often find myself feeling completely blank while my mother is crying continuously over my suicidalness ,sadness,Neutral,Sadness
297,i feel loyal to style ,love,Positive,Passion
298,i can understand that you may feel youd rather not do your bit for the vulnerable and homeless in london in that precise way ,fear,Neutral,Fear
299,i can finally stop feeling listless and like a waste of space ,sadness,Negative,Despair
300,i know im feeling agitated as it is from a side effect of the too high dose ,fear,Neutral,Fear
301,i do feel a shift in me to being more positive ,joy,Positive,Elation
302,i am feeling brave enough ,joy,Positive,Elation
303,fear of thief ,fear,Negative,Anxiety
304,i feel clever nov ,joy,Positive,Elation
305,i always spend more money there than i mean to and feel dissatisfied when i exit the store ,anger,Negative,Resentment
306,im feeling really quite angry ,anger,Negative,Resentment
307,i feel kerry didnt do by supporting civil unions and gay equality ,love,Positive,Passion
308,i feel really ashamed ,sadness,Negative,Despair
309,i feel to have these amazing people in my life ,surprise,Positive,Excitement
310,i finally left feeling judged and ridiculed because i am intelligent ,joy,Positive,Elation
311,i is starting to feel a bit insulted by this stranger ,anger,Negative,Resentment
312,i have many days where i feel hopeless today the light at the end of my yellow brick road was shining just a little brighter ,sadness,Neutral,Sadness
313,i actually feel sorrowful ,sadness,Negative,Despair
314,i see women wearing boots i feel envious that i want to curse them ,anger,Neutral,Anger
315,i will feel what i feel and tell you and together we will apologize and make up and keep loving each other to bits and bits ,love,Positive,Passion
316,i go up to her and i say feeling very impressed with myself youre naomi klein right ,surprise,Positive,Excitement
317,i began to feel each of my senses dull until the cold black unconsciousness over came me ,sadness,Negative,Despair
318,i suspect feel less than fond in private ,love,Neutral,Love
319,i was so honoured that this young woman felt comfortable enough to ask me i had kind of a faux hawk thing going on back then so i must have looked dykey enough for her to feel safe talking to me ,joy,Positive,Elation
320,i do have to wonder when you re cast as a caveman and you re told you re perfect for the part do you feel insulted or complimented ,anger,Positive,Determination
321,i feel convinced plus so many diverse price tags that i feel sure everyone should come up with the funds to have their plot to be lighted up relatively economically ,joy,Negative,Discontentment
322,i feel empty when the baby isnt there ,sadness,Neutral,Sadness
323,i stopped feeling so exhausted a href http provokingbeauty ,sadness,Negative,Despair
324,im feeling font friendly ,joy,Positive,Elation
325,i had my hand on my beads consciously breathing consciously working to feel calm about my list of things to accomplish that afternoon ,joy,Positive,Elation
326,i always feel intimidated by other people especially when they always compare me to other people ever since i was young ,fear,Neutral,Fear
327,i be made to feel rotten ,sadness,Negative,Despair
328,i started feeling hostile and i am checking my hemorrhoids ,anger,Negative,Resentment
329,i love wearing new shoes i just feel so glamourous and when i get a pair of designer shoes i love the box and all the trimmings that come with them ,joy,Positive,Elation
330,i know about have to do largely with the fact that any feelings romantic or sexual i have successfully hidden from myself ,love,Positive,Passion
331,i just love the feeling of something warmly hugging you and feeling so precious and small precious to someone something ,joy,Positive,Elation
332,im feeling far more mellow than normal ,joy,Neutral,Happiness
333,i became more dismayed as i studied what people were wearing and started feeling like though some of the outfits were gorgeous they were bought that way ,joy,Positive,Elation
334,i dont want to wax them off and draw them in or anything i just need to not have a unibrow and maybe get rid of the few spare hairs creeping down toward my eyelid if im feeling brave ,joy,Neutral,Happiness
335,im feeling lucky width li style border px list style outside margin px px ,joy,Positive,Elation
336,i recall those high school feelings and the longing with which i watched the olympic runners i feel st ,love,Negative,Heartbreak
337,i woke up feeling confident and watched the bodypump dvd to gather some coaching tips and compulsory cues ,joy,Positive,Elation
338,i didnt say was that strong feelings always make me skeptical at first ,fear,Neutral,Fear
339,i want to talk to you about but with the limited time we have on the phone and with our current arrangment i feel hesitant to bring it up ,fear,Negative,Anxiety
